OrderID,CustomerID,OrderDay,CityTier,State,Category,OrderValue,DiscountPct,PaymentMethod,Device,AddressQuality,OrderHour,Items,PriorOrders,PriorReturns,DeliveryStatus
ORD104444,CUST11900,237,T3,Jharkhand,Fashion,878,33,COD,Desktop,Vague,20,1,1,0,Returned
ORD100001,CUST10961,281,Tier 1,Maharashtra,Beauty,463,18,COD,iOS App,Complete,5,1,3,1,Delivered
ORD103601,CUST10745,221,tier3,Kerala,Home & Kitchen,"Rs 1,818",24%,COD,Desktop,Complete,11,1,1,0,Delivered
ORD105546,CUST10841,241,Tier-1,Rajasthan,Fashion,"Rs.2,149",17%,COD,Android App,Partial,23,1,1,1,Returned
ORD103577,CUST10443,192,tier3,Maharashtra,Accessories,Rs.518,34%,COD,Android App,Complete,11,1,5,3,Returned
ORD106705,CUST12269,43,TIER-2,Uttar Pradesh,Fashion,"2,282",20,Prepaid,Android App,Complete,11,2,2,1,Delivered
ORD106930,CUST12027,206,Tier 1,  Haryana ,Health,358,31%,Prepaid,Android App,Complete,22,3,2,1,Delivered
ORD104366,CUST11281,328,tier1,Andhra Pradesh,Footwear,"2,784",18,Prepaid,Mobile Web,Partial,13,3,2,0,Delivered
ORD101241,CUST10349,32,T1,Andhra Pradesh,Health,643,22,COD,iOS App,Complete,0,2,0,0,Delivered
ORD102126,CUST11751,304,tier3,KARNATAKA,Fashion,"2,959",30,Prepaid,Android App,Vague,18,3,1,1,Returned
ORD104950,CUST12481,257,Tier 1,West Bengal,Home & Kitchen,"Rs 4,222",28,Prepaid,,Complete,2,1,1,0,Delivered
ORD100308,CUST11978,175,Tier 2,West Bengal,Fashion,"INR 2,813",14,COD,Mobile Web,Complete,6,1,1,1,Returned
ORD101642,CUST12147,165,Tier 3,KERALA,Electronics,"11,157",34,COD,Android App,Vague,4,1,0,0,Returned
ORD103181,CUST12033,350,T2,West Bengal,Beauty,954,23,Prepaid,Desktop,Vague,13,1,2,2,Delivered
ORD105116,CUST11940,66,tier2,Uttar Pradesh,Footwear,"Rs 2,489",10,Prepaid,Android App,Complete,19,1,0,0,Delivered
ORD104490,CUST12264,180,TIER-2,Delhi,Home & Kitchen,429,48,Prepaid,Android App,Partial,22,1,4,0,Delivered
ORD101201,CUST10809,51,T1,Karnataka,Fashion,969,8,Prepaid,Desktop,Complete,11,3,1,1,Delivered
ORD102007,CUST10019,226,tier2,Andhra Pradesh,Electronics,"5,964",29%,COD,Android App,Vague,9,1,3,0,Delivered
ORD104607,CUST10366,29,TIER-1,West Bengal,Fashion,Rs 576,0,COD,iOS App,Complete,10,2,0,0,Returned
ORD101158,CUST12251,48,T1,Andhra Pradesh,Fashion,"1,925",0,COD,Mobile Web,Vague,6,1,1,0,Delivered
ORD103095,CUST10134,162,tier2,KARNATAKA,Home & Kitchen,Rs 999,26%,COD,Android App,Complete,23,1,0,0,Returned
ORD106403,CUST11087,231,TIER-3,rajasthan,Electronics,"13,088",16,Prepaid,Desktop,Partial,22,2,2,0,Delivered
ORD103831,CUST11960,311,T1,BIHAR,Electronics,"7,379",32,COD,Android App,Partial,15,1,1,0,Delivered
ORD102725,CUST11430,130,T3,Odisha,Electronics,"8,199",18%,COD,Android App,Complete,8,2,0,0,Delivered
ORD106074,CUST11961,155,Tier 2,ASSAM,Beauty,352,56,COD,Android App,,9,1,3,2,Returned
ORD101092,CUST10191,26,Tier 3,Rajasthan,Home & Kitchen,"Rs.2,973",36,COD,Android App,Complete,2,1,0,0,Returned
ORD106192,CUST10297,125,Tier-3,MADHYA PRADESH,Footwear,"2,295",38%,COD,Android App,Complete,17,2,0,0,Returned
ORD106704,CUST10402,93,Tier-1,Madhya Pradesh,Beauty,"1,009",0,Prepaid,Android App,Complete,11,1,0,0,Delivered
ORD106100,CUST12051,108,T3,Bihar,Electronics,"11,674",29%,Prepaid,iOS App,Vague,13,1,0,0,Returned
ORD100277,CUST11161,181,TIER-3,Uttar Pradesh,Accessories,Rs 507,11%,Prepaid,Android App,Complete,18,2,1,0,Delivered
ORD100219,CUST10881,42,TIER-1,Tamil Nadu,Beauty,"INR 1,236",15%,Prepaid,Android App,Complete,23,2,0,0,Delivered
ORD102957,CUST11514,294,Tier 3,PUNJAB,Fashion,"2,976",5%,Prepaid,Android App,Complete,3,2,2,0,Delivered
ORD104622,CUST12347,36,TIER-2,madhya pradesh,Accessories,328,10,Prepaid,Android App,Partial,14,2,0,0,Delivered
ORD105494,CUST12149,109,T2,Kerala,Footwear,"3,398",30%,COD,iOS App,Partial,23,1,0,0,Returned
ORD104884,CUST11524,62,Tier-1,Assam,Fashion,"1,513",29%,Prepaid,Mobile Web,Complete,1,2,0,0,Delivered
ORD103965,CUST11621,168,Tier-2,Punjab,Health,"Rs 1,035",12,COD,Mobile Web,Complete,16,2,1,0,Delivered
ORD105443,CUST12018,255,TIER-3,West Bengal,Footwear,"Rs 1,094",6%,COD,Android App,Vague,21,2,3,2,Returned
ORD105889,CUST11023,81,TIER-1,Tamil Nadu,Beauty,"INR 1,124",21,Prepaid,iOS App,,4,3,0,0,Delivered
ORD103004,CUST11907,327,T2,Delhi,Electronics,"2,142",29%,COD,Android App,Complete,18,2,2,0,Delivered
ORD106905,CUST10855,181,tier1,Maharashtra,Health,"2,401",15,COD,,Complete,17,2,2,0,Delivered
ORD102392,CUST11501,114,TIER-3,Kerala,Fashion,945,17,COD,Android App,Partial,18,3,1,1,Delivered
ORD101955,CUST11614,164,Tier 1,Assam,Beauty,"1,461",16,COD,Mobile Web,Vague,17,1,1,0,Returned
ORD105741,CUST12000,355,tier2,PUNJAB,Footwear,"2,445",0,COD,Android App,Partial,14,2,2,0,Delivered
ORD103802,CUST10107,326,Tier-3,RAJASTHAN,Electronics,"7,035",34%,COD,iOS App,Complete,2,2,2,0,Delivered
ORD101828,CUST11599,140,TIER-3,Bihar,Fashion,915,38,COD,Desktop,Vague,19,3,0,0,Returned
ORD101665,CUST12205,231,Tier 3,Punjab,Fashion,"Rs 1,916",10,Prepaid,Desktop,Complete,14,1,0,0,Delivered
ORD100944,CUST11878,145,TIER-3,Jharkhand,Electronics,"2,669",18%,Prepaid,Android App,Partial,7,2,1,0,Delivered
ORD105028,CUST10843,360,T2,Punjab,Accessories,331,17,Prepaid,Android App,Partial,5,1,0,0,Delivered
ORD103385,CUST12012,5,Tier-2,Haryana,Home & Kitchen,"4,002",18,COD,Android App,Complete,9,1,0,0,Delivered
ORD103402,CUST11149,237,TIER-2,Assam,Home & Kitchen,710,28,COD,Mobile Web,,15,2,0,0,Delivered
ORD101389,CUST10882,95,Tier-2,  Andhra Pradesh ,Home & Kitchen,"2,807",13%,Prepaid,Android App,Complete,11,3,0,0,Delivered
ORD102815,CUST10951,97,tier2,Madhya Pradesh,Footwear,"Rs.2,958",31%,COD,Android App,Complete,6,1,1,1,Returned
ORD107008,CUST10783,321,TIER-2,karnataka,Home & Kitchen,"1,950",3%,COD,Android App,Complete,2,2,5,0,Delivered
ORD103715,CUST11850,154,Tier 1,Bihar,Footwear,"1,521",0%,Prepaid,Android App,Complete,11,3,2,0,Delivered
ORD102727,CUST11636,20,Tier-2,Rajasthan,Electronics,"13,443",33%,COD,Android App,Complete,12,1,0,0,Delivered
ORD107194,CUST10261,221,T1,Delhi,Fashion,"Rs 2,598",20%,Prepaid,Desktop,Complete,5,1,0,0,Delivered
ORD105552,CUST11403,101,TIER-1,Bihar,Fashion,"INR 2,020",31%,COD,,Partial,8,3,1,0,Delivered
ORD106233,CUST12049,51,TIER-1,Jharkhand,Health,Rs 996,24%,Prepaid,Android App,Complete,21,1,0,0,Delivered
ORD106662,CUST11118,349,TIER-1,Rajasthan,Fashion,"2,260",22%,COD,Android App,Complete,0,3,2,0,Delivered
ORD103654,CUST10088,337,Tier-2,West Bengal,Fashion,"Rs.2,496",8%,COD,Android App,Partial,2,2,2,0,Returned
ORD102343,CUST12389,225,tier1,Haryana,Electronics,"6,023",33%,COD,Android App,Complete,1,1,1,0,Delivered
ORD102800,CUST12367,16,T2,Rajasthan,Fashion,"2,940",80%,COD,Android App,Complete,11,1,0,0,Delivered
ORD105807,CUST10984,228,T3,assam,Accessories,"Rs 1,742",18,Prepaid,Android App,Complete,23,3,0,0,Delivered
ORD102124,CUST12377,216,T1,Assam,Accessories,Rs 636,16,COD,Android App,Complete,12,1,5,0,Returned
ORD100119,CUST11117,158,tier1,Andhra Pradesh,Beauty,Rs.882,33%,COD,Android App,Complete,6,1,0,0,Returned
ORD106573,CUST10042,301,T1,gujarat,Home & Kitchen,"1,161",29%,COD,Mobile Web,Complete,12,2,5,0,Delivered
ORD104265,CUST12386,345,T2,Jharkhand,Electronics,"Rs.9,968",27,COD,,Partial,9,3,2,0,Delivered
ORD104024,CUST11662,277,TIER-1,Punjab,Footwear,"1,367",27%,COD,Desktop,Vague,15,2,4,1,Delivered
ORD100679,CUST11984,328,Tier-3,rajasthan,Accessories,523,11,COD,Android App,Complete,21,2,4,1,Delivered
ORD103416,CUST11297,155,TIER-3,Jharkhand,Accessories,"1,266",32,COD,Android App,Partial,11,1,0,0,Returned
ORD104242,CUST11517,177,tier2,Bihar,Fashion,"Rs 1,454",0%,COD,Mobile Web,Partial,19,1,1,0,Delivered
ORD100213,CUST10387,91,Tier-2,Bihar,Fashion,"2,093",22,COD,Android App,Complete,9,2,1,0,Delivered
ORD101139,CUST11289,254,T1,Assam,Home & Kitchen,"INR 4,471",15,Prepaid,,Complete,2,3,1,1,Delivered
ORD105497,CUST10422,296,T2,Tamil Nadu,Fashion,"2,153",16,COD,iOS App,Complete,20,1,4,1,Returned
ORD100744,CUST11672,344,tier1,Uttar Pradesh,Fashion,819,20,Prepaid,Android App,Complete,20,1,7,0,Delivered
ORD103253,CUST11729,274,Tier-2,Rajasthan,Beauty,"Rs 1,325",30%,COD,Android App,Partial,19,1,3,0,Delivered
ORD105575,CUST11071,225,tier1,Tamil Nadu,Beauty,576,18,Prepaid,Desktop,Partial,0,2,6,0,Delivered
ORD104758,CUST10400,155,T2,  Telangana ,Beauty,"1,332",14%,COD,Android App,Complete,13,1,1,1,Delivered
ORD102680,CUST11702,31,TIER-3,Telangana,Home & Kitchen,"3,880",4%,COD,Mobile Web,Complete,1,2,0,0,Delivered
ORD101891,CUST12232,257,tier3,Jharkhand,Accessories,"1,658",0,COD,Android App,Partial,20,1,1,1,Returned
ORD105154,CUST10077,293,Tier-1,PUNJAB,Beauty,"Rs.1,542",0,COD,Desktop,Complete,14,3,2,0,Delivered
ORD106636,CUST10392,67,tier1,Karnataka,Health,INR 825,0%,COD,Android App,Complete,8,3,0,0,Delivered
ORD100760,CUST11249,214,T1,Telangana,Footwear,"Rs 2,199",47,Prepaid,Android App,Partial,4,3,1,0,Delivered
ORD106008,CUST11791,46,Tier 1,Karnataka,Electronics,"Rs 12,645",45,COD,Android App,Complete,3,1,0,0,Returned
ORD105974,CUST12539,330,T1,Delhi,Accessories,INR 525,18%,COD,Android App,Partial,2,1,1,1,Returned
ORD100261,CUST12512,78,T3,Punjab,Beauty,592,16,COD,Android App,Complete,0,3,1,1,Returned
ORD103440,CUST10959,196,T1,Haryana,Footwear,"1,089",11,COD,iOS App,Complete,9,1,0,0,Delivered
ORD106364,CUST12552,124,Tier 1,Kerala,Home & Kitchen,"Rs 4,435",16,Prepaid,Mobile Web,Complete,1,1,0,0,Delivered
ORD103813,CUST10175,195,T2,Tamil Nadu,Beauty,423,29%,Prepaid,Android App,Partial,14,1,2,2,Delivered
ORD101919,CUST10380,81,Tier-1,Rajasthan,Accessories,646,28%,Prepaid,Mobile Web,Partial,4,2,2,0,Delivered
ORD100821,CUST10124,33,tier1,Assam,Beauty,"1,538",43,COD,Android App,Complete,18,3,0,0,Returned
ORD103323,CUST10250,127,T1,Haryana,Accessories,"1,736",15%,COD,Android App,Complete,23,2,4,0,Delivered
ORD102156,CUST10233,322,TIER-1,Haryana,Fashion,"1,454",22%,Prepaid,Desktop,,6,1,4,2,Delivered
ORD103225,CUST12089,344,T1,Karnataka,Beauty,"1,415",33%,Prepaid,Mobile Web,Complete,13,3,1,0,Delivered
ORD101251,CUST10755,92,Tier-2,Uttar Pradesh,Fashion,"Rs.2,320",26,Prepaid,Android App,Partial,12,2,0,0,Delivered
ORD103569,CUST11924,215,Tier 1,maharashtra,Health,"1,400",8,COD,Android App,Complete,13,1,3,0,Delivered
ORD106553,CUST10714,18,TIER-3,Haryana,Accessories,Rs.980,23,COD,Android App,Partial,7,3,0,0,Delivered
ORD106036,CUST11879,160,Tier 3,Karnataka,Beauty,548,19,COD,Android App,Complete,14,3,1,1,Delivered
ORD103548,CUST10777,181,tier2,Rajasthan,Beauty,506,33%,Prepaid,Android App,Complete,2,1,1,0,Delivered
ORD104070,CUST12052,287,Tier 3,UTTAR PRADESH,Accessories,"Rs 1,746",39,Prepaid,Android App,Partial,10,3,2,2,Returned
ORD101526,CUST11742,210,Tier 1,Uttar Pradesh,Electronics,"4,679",1,Prepaid,Android App,Partial,7,2,2,1,Delivered
ORD100787,CUST11587,5,TIER-1,West Bengal,Accessories,980,31,Prepaid,iOS App,Complete,18,3,0,0,Delivered
ORD105251,CUST10417,31,TIER-1,jharkhand,Electronics,"6,126",23%,COD,Mobile Web,Complete,3,2,0,0,Delivered
ORD103407,CUST11171,353,Tier-1,Haryana,Health,"Rs 1,202",12%,COD,Mobile Web,Partial,11,1,2,1,Returned
ORD104524,CUST10577,123,Tier 2,KARNATAKA,Fashion,581,22,COD,Android App,Complete,19,3,0,0,Delivered
ORD104317,CUST11730,60,T1,Delhi,Home & Kitchen,"INR 1,897",38,COD,,Complete,5,1,1,0,Delivered
ORD105908,CUST12209,70,Tier 1,  Madhya Pradesh ,Fashion,"1,878",21,Prepaid,Desktop,,6,3,0,0,Delivered
ORD100939,CUST10223,357,Tier-3,Bihar,Fashion,525,6%,Prepaid,iOS App,Partial,3,3,3,0,Delivered
ORD100398,CUST12313,320,TIER-2,West Bengal,Accessories,Rs.837,17,COD,,Partial,23,1,1,1,Returned
ORD101578,CUST12469,24,Tier 1,Assam,Home & Kitchen,"4,727",21%,Prepaid,iOS App,Complete,11,1,0,0,Delivered
ORD100894,CUST11601,263,T3,Rajasthan,Electronics,"5,731",29,Prepaid,Mobile Web,Partial,17,3,0,0,Delivered
ORD101698,CUST11197,21,tier2,Assam,Electronics,"5,832",0,COD,iOS App,Partial,9,1,0,0,Delivered
ORD105233,CUST11396,118,TIER-1,Rajasthan,Footwear,"Rs 1,170",52,COD,Android App,Complete,6,2,1,0,Delivered
ORD101832,CUST11322,35,Tier-1,Tamil Nadu,Fashion,809,13,COD,Android App,Partial,14,1,0,0,Returned
ORD106677,CUST11666,9,T1,Uttar Pradesh,Fashion,"INR 1,248",45%,COD,iOS App,Complete,13,1,0,0,Delivered
ORD102953,CUST12368,172,TIER-3,punjab,Home & Kitchen,"Rs.2,085",0,Prepaid,Android App,Complete,4,1,1,1,Delivered
ORD102330,CUST11383,327,T1,Madhya Pradesh,Beauty,INR 672,0,COD,iOS App,Partial,22,3,3,1,Returned
ORD103545,CUST11756,128,Tier-1,West Bengal,Home & Kitchen,"4,472",0%,COD,Android App,Complete,9,1,0,0,Delivered
ORD103582,CUST12181,298,Tier-2,Bihar,Footwear,"1,256",29,COD,,,9,3,2,0,Delivered
ORD104717,CUST11755,124,Tier 3,Punjab,Health,"INR 2,070",19,COD,Mobile Web,Complete,19,1,1,0,Delivered
ORD103977,CUST12360,245,Tier 2,gujarat,Beauty,"1,082",3,COD,Mobile Web,Complete,7,1,3,0,Delivered
ORD106126,CUST11710,320,tier3,TELANGANA,Health,"INR 2,408",11,COD,Desktop,Partial,9,3,2,1,Returned
ORD103121,CUST10310,50,Tier-2,Punjab,Electronics,"INR 7,700",29%,COD,Android App,Complete,21,2,1,0,Delivered
ORD101812,CUST10635,228,Tier 1,karnataka,Fashion,"2,773",13,COD,Desktop,Complete,6,1,1,0,Returned
ORD102151,CUST11032,363,Tier-1,Assam,Fashion,"1,117",28%,COD,Mobile Web,Complete,19,1,4,1,Returned
ORD103587,CUST10323,150,T3,Telangana,Health,"1,972",18,COD,Android App,Partial,21,2,3,1,Delivered
ORD105178,CUST11167,173,T1,Karnataka,Electronics,"Rs.5,147",31%,Prepaid,Mobile Web,Complete,21,2,0,0,Delivered
ORD100451,CUST12406,56,T2,Odisha,Beauty,772,48,COD,Android App,Complete,13,2,1,0,Delivered
ORD101002,CUST11139,343,TIER-1,Tamil Nadu,Fashion,"2,127",18,Prepaid,Mobile Web,Complete,18,1,4,0,Delivered
ORD106243,CUST10371,49,T1,WEST BENGAL,Fashion,"2,713",16%,COD,iOS App,Complete,1,1,0,0,Delivered
ORD100951,CUST11078,334,Tier-2,Assam,Electronics,"Rs 11,246",15%,Prepaid,Android App,Vague,16,1,4,1,Delivered
ORD105058,CUST12089,86,tier1,Karnataka,Health,"Rs 1,106",15%,COD,Android App,Complete,7,1,0,0,Delivered
ORD106029,CUST11707,228,Tier-3,Rajasthan,Home & Kitchen,"4,238",29,COD,Android App,,19,1,3,1,Returned
ORD103604,CUST11969,182,tier2,Uttar Pradesh,Electronics,"14,945",23%,COD,Android App,Complete,7,2,0,0,Returned
ORD101602,CUST10475,153,T1,  Andhra Pradesh ,Electronics,"INR 13,112",17%,COD,Mobile Web,,19,3,1,0,Delivered
ORD101038,CUST11059,254,tier1,Haryana,Electronics,"INR 12,281",22,Prepaid,Android App,Complete,19,1,1,0,Delivered
ORD102592,CUST11766,31,T2,Kerala,Footwear,"1,393",29%,Prepaid,Android App,Complete,17,1,1,1,Delivered
ORD104639,CUST11897,29,T3,Tamil Nadu,Fashion,912,19%,COD,Mobile Web,Complete,6,1,0,0,Delivered
ORD102463,CUST11413,293,Tier 1,Tamil Nadu,Fashion,"1,685",16,COD,Android App,Partial,7,1,2,0,Delivered
ORD101465,CUST11752,214,Tier 1,Rajasthan,Accessories,Rs.916,29%,Prepaid,Mobile Web,Partial,21,1,2,0,Delivered
ORD104842,CUST11597,115,TIER-3,Rajasthan,Beauty,518,29%,COD,Android App,Partial,22,2,0,0,Returned
ORD106581,CUST11465,45,T2,Jharkhand,Home & Kitchen,"3,153",29,COD,iOS App,Complete,16,1,1,0,Delivered
ORD101725,CUST12050,203,Tier-2,Odisha,Health,"1,886",15%,Prepaid,Mobile Web,,19,2,0,0,Delivered
ORD103226,CUST12405,86,Tier 2,haryana,Health,471,31,COD,Mobile Web,Partial,9,2,0,0,Delivered
ORD107181,CUST10729,135,T1,Kerala,Home & Kitchen,"2,642",12%,Prepaid,Mobile Web,Vague,9,1,1,0,Delivered
ORD102559,CUST12344,174,TIER-2,madhya pradesh,Electronics,"10,762",28,COD,Android App,Partial,0,1,0,0,Returned
ORD101887,CUST11453,85,tier1,Delhi,Accessories,"1,409",11%,Prepaid,Android App,Complete,0,2,0,0,Delivered
ORD101383,CUST12586,129,tier2,West Bengal,Fashion,"2,053",35%,Prepaid,iOS App,Partial,11,2,0,0,Delivered
ORD106914,CUST11127,153,T3,Assam,Accessories,955,19,COD,Android App,Complete,20,1,2,2,Returned
ORD106977,CUST11207,314,Tier-3,Odisha,Electronics,"9,278",28,Prepaid,Android App,Partial,0,1,0,0,Returned
ORD104286,CUST12022,39,tier2,Madhya Pradesh,Electronics,"INR 12,194",6%,COD,Mobile Web,Complete,10,1,1,0,Delivered
ORD105364,CUST10381,110,tier1,Gujarat,Health,"Rs.1,450",12%,COD,Mobile Web,Complete,2,1,1,1,Returned
ORD106726,CUST10908,270,tier1,bihar,Footwear,"INR 2,825",31%,Prepaid,Android App,Partial,13,2,5,1,Delivered
ORD105698,CUST11733,352,Tier 3,Odisha,Fashion,601,27%,Prepaid,Android App,Partial,6,3,0,0,Delivered
ORD105360,CUST10012,9,tier2,MADHYA PRADESH,Fashion,"2,364",51%,Prepaid,Android App,,16,1,1,0,Delivered
ORD102781,CUST12413,340,TIER-1,Madhya Pradesh,Beauty,"1,227",10%,Prepaid,Android App,Complete,19,2,2,0,Delivered
ORD100156,CUST11832,252,TIER-1,Jharkhand,Footwear,"2,205",29,COD,iOS App,Partial,15,1,3,0,Delivered
ORD100310,CUST10697,65,tier2,UTTAR PRADESH,Health,"Rs 1,761",11,COD,iOS App,Complete,4,3,0,0,Returned
ORD104501,CUST11208,313,tier2,Haryana,Electronics,"INR 14,510",28,COD,Mobile Web,Vague,17,1,2,1,Delivered
ORD104021,CUST10531,266,TIER-1,Madhya Pradesh,Health,"1,156",15%,Prepaid,Desktop,Complete,3,1,1,0,Delivered
ORD103780,CUST10180,133,Tier 2,Assam,Fashion,"1,453",28%,Prepaid,Mobile Web,,9,1,0,0,Delivered
ORD101290,CUST10001,240,T1,Andhra Pradesh,Beauty,Rs 802,25%,COD,Android App,Complete,13,2,2,0,Delivered
ORD100850,CUST10605,330,Tier-3,Maharashtra,Health,"Rs.1,678",24,COD,Android App,Vague,1,1,1,0,Delivered
ORD103718,CUST12402,106,TIER-1,Assam,Fashion,"1,422",9%,COD,Mobile Web,Complete,20,1,1,0,Delivered
ORD105624,CUST11553,141,Tier 1,Delhi,Fashion,INR 536,33%,Prepaid,iOS App,Complete,18,2,1,0,Delivered
ORD105787,CUST11368,243,Tier-2,Tamil Nadu,Beauty,"1,218",29,COD,Mobile Web,Partial,10,2,0,0,Returned
ORD103602,CUST10658,264,tier3,Bihar,Fashion,"INR 2,830",29%,Prepaid,Android App,Complete,7,3,1,0,Delivered
ORD106808,CUST12204,2,Tier 1,MAHARASHTRA,Electronics,"10,425",22,Prepaid,iOS App,Complete,20,3,0,0,Delivered
ORD102348,CUST10059,111,TIER-1,Uttar Pradesh,Home & Kitchen,"INR 3,739",35,COD,Mobile Web,Complete,11,3,0,0,Delivered
ORD100718,CUST10475,240,Tier 1,Andhra Pradesh,Fashion,"Rs 1,375",31,COD,Android App,Partial,10,2,3,0,Delivered
ORD102857,CUST11698,48,Tier-2,odisha,Footwear,"INR 2,159",12,Prepaid,Android App,,22,3,1,0,Delivered
ORD101247,CUST11290,354,T1,Uttar Pradesh,Fashion,Rs 870,24%,Prepaid,Mobile Web,Complete,8,1,2,0,Delivered
ORD105539,CUST12455,248,T1,West Bengal,Fashion,"Rs.2,692",4,Prepaid,Mobile Web,Complete,17,2,4,0,Delivered
ORD103153,CUST11744,309,Tier-2,Odisha,Electronics,"3,476",39,COD,Android App,Partial,19,1,4,1,Delivered
ORD102578,CUST10612,142,tier3,Maharashtra,Accessories,352,24%,COD,Android App,Vague,14,1,2,1,Returned
ORD106774,CUST11549,308,tier2,Bihar,Fashion,"INR 2,590",21,Prepaid,Android App,Partial,20,1,4,1,Delivered
ORD103626,CUST10226,12,Tier 1,Kerala,Fashion,"Rs.1,802",38,Prepaid,,Complete,1,1,0,0,Delivered
ORD105518,CUST12470,68,TIER-2,Jharkhand,Home & Kitchen,"1,063",9,Prepaid,Android App,Complete,5,2,0,0,Delivered
ORD106780,CUST10315,37,tier1,JHARKHAND,Accessories,INR 609,8,Prepaid,Android App,Partial,18,2,0,0,Delivered
ORD104947,CUST11978,194,T2,West Bengal,Footwear,784,26,COD,Android App,Partial,10,3,2,2,Returned
ORD101995,CUST11678,189,tier3,ANDHRA PRADESH,Fashion,Rs 955,42%,COD,Mobile Web,,20,1,3,3,Returned
ORD103200,CUST11622,270,T2,Haryana,Electronics,"2,925",3,COD,Android App,Vague,9,2,1,0,Returned
ORD106730,CUST12179,283,T1,Delhi,Footwear,"INR 3,461",26,COD,iOS App,Partial,15,1,6,0,Returned
ORD101064,CUST10830,237,Tier 3,Haryana,Health,INR 669,40,COD,Android App,Vague,8,2,0,0,Delivered
ORD105243,CUST12167,295,T3,Tamil Nadu,Health,599,33,COD,Android App,Complete,4,2,2,2,Returned
ORD106547,CUST12411,200,Tier-1,Kerala,Electronics,"11,613",15%,COD,Mobile Web,Vague,10,1,2,2,Delivered
ORD106737,CUST10109,125,Tier-3,Delhi,Footwear,"1,952",18,Prepaid,Desktop,Complete,18,2,0,0,Delivered
ORD105182,CUST10106,60,Tier-1,Punjab,Accessories,"1,756",32%,Prepaid,Mobile Web,Complete,7,1,0,0,Delivered
ORD104014,CUST11431,159,TIER-2,Uttar Pradesh,Fashion,"INR 2,236",39%,COD,iOS App,Partial,15,1,2,0,Delivered
ORD102541,CUST12088,207,Tier-1,Uttar Pradesh,Fashion,"Rs.1,553",28,Prepaid,Android App,Complete,8,1,0,0,Delivered
ORD100373,CUST11605,4,T1,Punjab,Footwear,"1,355",10,COD,Desktop,Complete,16,3,0,0,Delivered
ORD101272,CUST12399,336,Tier 1,Odisha,Electronics,"Rs 5,613",34,Prepaid,Desktop,Partial,15,3,5,0,Delivered
ORD105283,CUST12146,190,tier1,jharkhand,Home & Kitchen,"Rs.1,267",38,Prepaid,Android App,Complete,8,1,0,0,Delivered
ORD100440,CUST10663,208,T3,Madhya Pradesh,Electronics,"Rs 3,709",25%,COD,iOS App,Partial,16,2,1,1,Returned
ORD101112,CUST10142,263,Tier-2,uttar pradesh,Home & Kitchen,"3,329",45%,COD,Android App,Complete,11,1,2,0,Delivered
ORD102921,CUST10895,27,Tier-2,Punjab,Electronics,"INR 6,643",31,COD,Android App,Partial,14,1,0,0,Returned
ORD104746,CUST12433,178,TIER-3,Assam,Home & Kitchen,"2,079",33,COD,Mobile Web,Partial,22,1,1,0,Returned
ORD103423,CUST10447,237,tier3,Delhi,Home & Kitchen,"1,017",20,COD,Android App,Partial,13,1,3,0,Returned
ORD100295,CUST11397,161,Tier-1,Jharkhand,Electronics,"6,077",46%,COD,iOS App,Complete,16,2,3,2,Returned
ORD106946,CUST10857,45,tier1,Assam,Electronics,"3,871",30,COD,Android App,Complete,20,1,1,1,Returned
ORD104659,CUST10858,284,Tier-1,Uttar Pradesh,Fashion,"Rs 2,296",23%,COD,Mobile Web,,19,2,3,0,Delivered
ORD106823,CUST12190,130,tier1,Telangana,Footwear,702,16%,COD,Android App,Complete,6,3,0,0,Returned
ORD106797,CUST12551,22,Tier 3,Odisha,Health,"1,728",0,Prepaid,Desktop,Vague,11,2,0,0,Delivered
ORD107124,CUST11516,259,Tier 2,Madhya Pradesh,Electronics,"1,522",20%,Prepaid,Android App,Partial,20,1,0,0,Delivered
ORD103163,CUST11871,348,Tier 3,Madhya Pradesh,Electronics,"2,312",17,COD,Android App,Partial,22,2,5,0,Delivered
ORD102534,CUST11699,283,tier3,Assam,Footwear,"Rs.1,433",39,COD,Android App,Complete,18,2,2,1,Delivered
ORD102110,CUST11426,138,Tier-1,Odisha,Fashion,"2,056",14%,COD,Mobile Web,Complete,4,1,0,0,Delivered
ORD100802,CUST12412,305,T1,Telangana,Beauty,804,13,Prepaid,,Complete,7,1,1,0,Delivered
ORD105954,CUST12550,9,tier2,Madhya Pradesh,Fashion,INR 575,20%,Prepaid,Desktop,Complete,21,1,0,0,Delivered
ORD100315,CUST10867,196,T3,Tamil Nadu,Footwear,"Rs 2,331",3%,COD,Mobile Web,Complete,1,3,2,0,Returned
ORD100597,CUST10166,251,Tier 2,Andhra Pradesh,Footwear,"Rs.1,854",14,Prepaid,Mobile Web,Partial,11,2,2,0,Delivered
ORD100559,CUST10643,99,tier2,Haryana,Beauty,763,3,COD,Android App,Vague,1,2,1,1,Returned
ORD102034,CUST10749,166,T3,Kerala,Fashion,Rs.900,29%,COD,Android App,Complete,5,3,3,0,Returned
ORD107159,CUST10317,225,TIER-2,JHARKHAND,Home & Kitchen,"1,174",41,COD,Android App,,8,2,2,0,Delivered
ORD102351,CUST11700,256,Tier 3,jharkhand,Fashion,"2,687",16,COD,Android App,Partial,4,2,2,0,Delivered
ORD103834,CUST11596,199,TIER-1,Maharashtra,Fashion,"1,424",35%,Prepaid,Android App,Complete,8,1,1,1,Returned
